"id","code","market_cap"
961,"HPG","129117012.00"
962,"EMMG","127679491.00"
963,"RCE","127451832.00"
964,"DTZ","127364509.00"
965,"FSA","127230297.00"
966,"MNB","127079803.00"
967,"FLC","126858037.00"
968,"IESG","126497575.00"
969,"IXR","126275357.00"
970,"SPZ","126127080.00"
971,"SND","125877964.00"
972,"ARL","125483184.00"
973,"CAI","125271989.00"
974,"CCR","125067257.00"
975,"SNAS","124423000.00"
976,"WIRE","124123679.00"
977,"ARA","122621036.00"
978,"MOV","122204385.00"
979,"AUC","122191159.00"
980,"VML","122041444.00"
981,"STK","121618316.00"
982,"SMI","121253742.00"
983,"CAM","120986865.00"
984,"SRX","120907387.00"
985,"CAE","120825690.00"
986,"TUL","120676501.00"
987,"AUT","120267488.00"
988,"CYG","120062640.00"
989,"EMH","119547259.00"
990,"TMH","118759855.00"
991,"STP","118617786.00"
992,"SZLDA","118278566.00"
993,"SEC","118195994.00"
994,"SMN","118078071.00"
995,"NWSLV","117514313.00"
996,"FLN","117237869.00"
997,"EQR","117158955.00"
998,"JAN","117035930.00"
999,"TOT","116993595.00"
1000,"OZF","116725546.00"
1001,"EVO","116471123.00"
1002,"GSS","116158857.00"
1003,"SEMI","115931776.00"
1004,"MAP","115481012.00"
1005,"LMG","115253261.00"
1006,"ORN","114780977.00"
1007,"HHR","114634106.00"
1008,"LPD","114574586.00"
1009,"DRA","114315100.00"
1010,"CD3","113804904.00"
1011,"FHE","113452744.00"
1012,"3DA","112548208.00"
1013,"BGBL","111694254.00"
1014,"NTD","111281551.00"
1015,"EAFZ","111209073.00"
1016,"AW1","111158918.00"
1017,"CXM","110470371.00"
1018,"ART","110142640.00"
1019,"VMT","110123794.00"
1020,"ACE","109750478.00"
1021,"IIGF","109151970.00"
1022,"LME","109140061.00"
1023,"MMI","109131509.00"
1024,"PAXX","109086911.00"
1025,"GTN","108799746.00"
1026,"PSC","108630974.00"
1027,"MLG","108523526.00"
1028,"NZK","108290942.00"
1029,"BIS","108186128.00"
1030,"DRX","108163015.00"
1031,"BEZ","107927876.00"
1032,"NRZ","107768980.00"
1033,"EWC","107762244.00"
1034,"NWC","107380094.00"
1035,"FDEM","107302263.00"
1036,"EP1","106956041.00"
1037,"SOP","106685721.00"
1038,"ADO","106596803.00"
1039,"NVA","106499337.00"
1040,"DSK","106478049.00"
1041,"TOP","106319441.00"
1042,"HAV","106074135.00"
1043,"EAI","105542852.00"
1044,"BBL","105393678.00"
1045,"ZEO","105005163.00"
1046,"BYE","104895325.00"
1047,"SDI","104601666.00"
1048,"ASH","104382530.00"
1049,"AR1","103571052.00"
1050,"TGN","102233855.00"
1051,"KGL","102112535.00"
1052,"SPQ","102073225.00"
1053,"CRYP","102060000.00"
1054,"IVR","102038787.00"
1055,"SOM","101793957.00"
1056,"ABY","101419962.00"
1057,"ACQ","101227547.00"
1058,"BLG","101216377.00"
1059,"LBL","100888283.00"
1060,"RYD","100824426.00"
1061,"AHX","100803050.00"
1062,"EGL","100743212.00"
1063,"NSC","100654485.00"
1064,"ARR","100435680.00"
1065,"KOV","100168875.00"
1066,"TTM","98789123.00"
1067,"TGM","98710501.00"
1068,"RXL","98634507.00"
1069,"PVE","98171738.00"
1070,"LEL","97860300.00"
1071,"IMR","97481700.00"
1072,"VLS","96578755.00"
1073,"IRD","96412363.00"
1074,"EIQ","96408853.00"
1075,"SNC","96165658.00"
1076,"OEL","95900195.00"
1077,"EVODB","95729690.00"
1078,"VRX","95268515.00"
1079,"FCT","94782272.00"
1080,"PTX","94350445.00"
1081,"STM","94336071.00"
1082,"MSV","94065865.00"
1083,"IIND","94045229.00"
1084,"ISLM","93898517.00"
1085,"CSS","93501574.00"
1086,"JYC","93447900.00"
1087,"ACB","93153785.00"
1088,"NZO","92939598.00"
1089,"AHL","92751508.00"
1090,"EGR","92318359.00"
1091,"VEE","92289227.00"
1092,"NAM","92202534.00"
1093,"PGL","92154639.00"
1094,"MCP","92127450.00"
1095,"ESTX","91517111.00"
1096,"HIT","90730000.00"
1097,"BSX","90000893.00"
1098,"MAM","89909193.00"
1099,"GLIN","89667000.00"
1100,"AESG","89661600.00"
1101,"TEK","89258632.00"
1102,"HJPN","89177485.00"
1103,"ATR","88830018.00"
1104,"ACEDB","88304983.00"
1105,"GEN","87902731.00"
1106,"CRR","87711518.00"
1107,"PH2","87014724.00"
1108,"ECL","86693462.00"
1109,"BIT","86586711.00"
1110,"AMN","86505746.00"
1111,"MRL","86049833.00"
1112,"SPT","85891010.00"
1113,"CE1","85645108.00"
1114,"INIF","85536605.00"
1115,"IHR","84855040.00"
1116,"IRI","84749681.00"
1117,"RDN","84706314.00"
1118,"HNG","84510872.00"
1119,"IHEB","84456859.00"
1120,"SGH","84260378.00"
1121,"PEX","84211341.00"
1122,"WIN","84089297.00"
1123,"MCM","83929692.00"
1124,"ZYUS","83671496.00"
1125,"TMK","83475000.00"
1126,"SHM","83399555.00"
1127,"OCC","82825290.00"
1128,"WKT","82815847.00"
1129,"FMS","82735803.00"
1130,"TMT","82642945.00"
1131,"AKL","82350704.00"
1132,"GDA","82136529.00"
1133,"MWY","82096049.00"
1134,"IIQ","81896645.00"
1135,"GAP","81535947.00"
1136,"BLU","81435003.00"
1137,"VEFI","81177860.00"
1138,"SEQ","81103741.00"
1139,"TPC","81101428.00"
1140,"VYS","81057839.00"
1141,"DVDY","80821012.00"
1142,"TYX","80767058.00"
1143,"HMX","80497920.00"
1144,"BRK","80232730.00"
1145,"RFT","79744429.00"
1146,"ZNC","79133860.00"
1147,"RND","79057586.00"
1148,"TWD","78965308.00"
1149,"TRY","78917549.00"
1150,"CPV","78703833.00"
1151,"BMT","78632834.00"
1152,"CVB","78631518.00"
1153,"EPY","78280746.00"
1154,"ESPO","78117995.00"
1155,"S2R","77917389.00"
1156,"FAR","77790958.00"
1157,"WZR","77303670.00"
1158,"ETM","77277409.00"
1159,"MCE","76351159.00"
1160,"HLTH","76040525.00"
1161,"KAI","76006453.00"
1162,"AAR","75831429.00"
1163,"MBH","75774583.00"
1164,"SMLL","75650670.00"
1165,"PLT","75617690.00"
1166,"AZY","75453858.00"
1167,"EOF","75398466.00"
1168,"ELS","75159791.00"
1169,"CHZ","75046672.00"
1170,"MOGL","74889458.00"
1171,"AXN","74876160.00"
1172,"MFD","74783047.00"
1173,"MTC","74425928.00"
1174,"WMC","74238031.00"
1175,"ICI","73821313.00"
1176,"TSI","73227494.00"
1177,"INES","73161210.00"
1178,"DXB","73102661.00"
1179,"RMY","72532542.00"
1180,"DME","72408898.00"
1181,"CAY","72119422.00"
1182,"SSL","72067311.00"
1183,"LSX","71894620.00"
1184,"SXG","71860772.00"
1185,"SVY","71752718.00"
1186,"INF","71701774.00"
1187,"CY5","71446572.00"
1188,"AVC","71231587.00"
1189,"SWTZ","71102100.00"
1190,"NDIA","70815786.00"
1191,"MMM","70804751.00"
1192,"ESK","70749181.00"
1193,"SLM","70588166.00"
1194,"IXU","70413502.00"
1195,"ALA","70353255.00"
1196,"TVL","70303828.00"
1197,"MNRS","70164608.00"
1198,"FAL","69915000.00"
1199,"CAN","69866076.00"
1200,"TZN","69846570.00"
1201,"SWP","69376045.00"
1202,"EMN","69330911.00"
1203,"DUB","69269782.00"
1204,"CUP","69147911.00"
1205,"RKN","69109848.00"
1206,"KLL","69078215.00"
1207,"PTL","69036097.00"
1208,"EMKT","69034345.00"
1209,"CD2","68747603.00"
1210,"BRU","68544955.00"
1211,"ZYAU","67903918.00"
1212,"TNC","67558777.00"
1213,"PCK","67503490.00"
1214,"BNKS","67467444.00"
1215,"SDV","67380250.00"
1216,"MX1","67135249.00"
1217,"1MC","67084385.00"
1218,"WA8","66814116.00"
1219,"AIM","66639722.00"
1220,"SB2","66632688.00"
1221,"VEN","66457850.00"
1222,"LNAS","66380109.00"
1223,"BBX","66247399.00"
1224,"OIL","65751588.00"
1225,"MME","65625756.00"
1226,"HGEN","65314551.00"
1227,"MEA","64825996.00"
1228,"URNM","64603310.00"
1229,"ANP","64254195.00"
1230,"VR1","64215571.00"
1231,"BOL","64166131.00"
1232,"BBT","64064393.00"
1233,"USQ","63872401.00"
1234,"DZZF","63799300.00"
1235,"PPG","63590699.00"
1236,"XTC","63480598.00"
1237,"JGH","63073367.00"
1238,"EMD","62711769.00"
1239,"DBF","62683413.00"
1240,"SEG","62666887.00"
1241,"UBI","62648983.00"
1242,"NTI","62643973.00"
1243,"GROW","62619699.00"
1244,"SOR","62570681.00"
1245,"TIP","62333123.00"
1246,"NGY","62200131.00"
1247,"TOE","62156869.00"
1248,"AVD","62094933.00"
1249,"LLI","61880050.00"
1250,"GAS","61828884.00"
1251,"ARV","61421816.00"
1252,"SIO","61184097.00"
1253,"MCL","61125953.00"
1254,"AQC","60779417.00"
1255,"LOM","60461515.00"
1256,"HIO","60186556.00"
1257,"FML","60177315.00"
1258,"KIN","60085678.00"
1259,"AVA","60022439.00"
1260,"LGP","59917668.00"
1261,"RSH","59812981.00"
1262,"DGR","59490528.00"
1263,"EM2","59468538.00"
1264,"WAK","59454640.00"
1265,"BEAR","59442055.00"
1266,"BBC","59359703.00"
1267,"WAA","59322138.00"
1268,"DNA","59298690.00"
1269,"FBM","59195573.00"
1270,"AR3","59024962.00"
1271,"LIT","58617200.00"
1272,"NCC","58362251.00"
1273,"AE1","58218748.00"
1274,"RINC","58212227.00"
1275,"XASG","58199211.00"
1276,"QFN","58153272.00"
1277,"APW","57874808.00"
1278,"MEC","57826865.00"
1279,"LKO","57825090.00"
1280,"SGQ","57779603.00"
1281,"EBG","57741683.00"
1282,"STG","57661521.00"
1283,"GRV","57506862.00"
1284,"FSG","57280620.00"
1285,"MFB","56972818.00"
1286,"ADA","56787617.00"
1287,"CNW","56730389.00"
1288,"HMY","56590102.00"
1289,"AUMF","56267764.00"
1290,"MEK","56212656.00"
1291,"TON","56208802.00"
1292,"FGR","56019707.00"
1293,"NOV","55841204.00"
1294,"RFX","55835732.00"
1295,"NHE","55551582.00"
1296,"CLA","55338792.00"
1297,"NXM","55327063.00"
1298,"AHC","55250132.00"
1299,"ODA","55161833.00"
1300,"PAM","55062484.00"
1301,"RTG","54942995.00"
1302,"KRM","54934436.00"
1303,"AHI","54425992.00"
1304,"BNZ","54377002.00"
1305,"AKG","54371931.00"
1306,"SOV","54304108.00"
1307,"HTG","54299058.00"
1308,"EYE","54243450.00"
1309,"GLL","54166000.00"
1310,"KSN","54034975.00"
1311,"CLDD","53870490.00"
1312,"PAB","53488978.00"
1313,"TI1","53424559.00"
1314,"CTP","53236013.00"
1315,"WSP","53188034.00"
1316,"IMB","53118528.00"
1317,"ATS","52970243.00"
1318,"BNO","52874475.00"
1319,"RLT","52504779.00"
1320,"CAF","52438701.00"
1321,"LVH","52392029.00"
1322,"BNL","52343612.00"
1323,"IBC","52313865.00"
1324,"AFA","52298237.00"
1325,"WRLD","52260781.00"
1326,"XTE","52152873.00"
1327,"KYP","52107884.00"
1328,"POL","52033878.00"
1329,"PUR","51725955.00"
1330,"CDX","51647588.00"
1331,"IVX","51373058.00"
1332,"PFG","51344298.00"
1333,"VRC","51212510.00"
1334,"TKM","50958810.00"
1335,"FEG","50505909.00"
1336,"RR1","50480810.00"
1337,"TBIL","50455843.00"
1338,"BGD","50443896.00"
1339,"FFI","50358518.00"
1340,"NML","50346451.00"
1341,"AKM","50256062.00"
1342,"HAW","50252342.00"
1343,"MVS","50125448.00"
1344,"DKM","50056994.00"
1345,"BFC","49926172.00"
1346,"CBR","49855839.00"
1347,"MGT","49294836.00"
1348,"RSM","49275433.00"
1349,"HEUR","49262135.00"
1350,"SPX","48996958.00"
1351,"CVCG","48993644.00"
1352,"5GG","48808768.00"
1353,"LDX","48778719.00"
1354,"VRS","48708700.00"
1355,"C6C","48623273.00"
1356,"ASP","48621743.00"
1357,"PRL","48441219.00"
1358,"NC1","48358751.00"
1359,"PRO","47850357.00"
1360,"ST1","47814306.00"
1361,"PV1","47787408.00"
1362,"FSI","47706650.00"
1363,"TGA","47626706.00"
1364,"HRN","47569024.00"
1365,"BXN","47541135.00"
1366,"OMA","47406483.00"
1367,"SWF","47371914.00"
1368,"CZR","47146929.00"
1369,"MKR","47055695.00"
1370,"TAM","47003882.00"
1371,"QMIX","46943666.00"
1372,"RZI","46722733.00"
1373,"EDC","46715847.00"
1374,"EPM","46645375.00"
1375,"RAD","46594790.00"
1376,"WOA","46566576.00"
1377,"TSO","46354553.00"
1378,"ELT","46313533.00"
1379,"GTG","46166633.00"
1380,"HQLT","46154907.00"
1381,"CUE","46075902.00"
1382,"AME","45961161.00"
1383,"XTCR","45920399.00"
1384,"BSA","45765747.00"
1385,"KZA","45605823.00"
1386,"BAS","45545936.00"
1387,"IPT","45515262.00"
1388,"OPY","45403853.00"
1389,"BML","45360320.00"
1390,"MYG","45283810.00"
1391,"MOZ","45168477.00"
1392,"CURE","45158929.00"
1393,"MYE","45148683.00"
1394,"IXC","45092309.00"
1395,"EME","45081912.00"
1396,"MRC","44944636.00"
1397,"BWF","44865186.00"
1398,"WWI","44860345.00"
1399,"IAM","44803331.00"
1400,"VR8","44668622.00"
1401,"SES","44511050.00"
1402,"MEU","44469624.00"
1403,"WCG","44432041.00"
1404,"AIQ","44326688.00"
1405,"LV1","44302827.00"
1406,"SNS","44252931.00"
1407,"PNN","44123913.00"
1408,"FYI","43958111.00"
1409,"MPA","43957822.00"
1410,"COD","43957303.00"
1411,"CCA","43936297.00"
1412,"PXS","43894643.00"
1413,"GBR","43870359.00"
1414,"ETR","43723331.00"
1415,"FTZ","43690253.00"
1416,"WMG","43674104.00"
1417,"PNC","43658196.00"
1418,"SMX","43642191.00"
1419,"USL","43637504.00"
1420,"LRT","43581872.00"
1421,"LER","43440933.00"
1422,"LEX","43323661.00"
1423,"NAC","43117197.00"
1424,"OAU","43015056.00"
1425,"BWX","42997313.00"
1426,"CYP","42982978.00"
1427,"NOU","42951944.00"
1428,"DEM","42906051.00"
1429,"IMPQ","42835150.00"
1430,"CPH","42740814.00"
1431,"CARRA","42632189.00"
1432,"GBE","42568570.00"
1433,"ERM","42487363.00"
1434,"EV1","42175000.00"
1435,"LSGE","41876183.00"
1436,"E200","41838441.00"
1437,"HRZ","41819021.00"
1438,"GGE","41758488.00"
1439,"MGU","41713822.00"
1440,"TOR","41529378.00"
1441,"MAG","41268528.00"
1442,"92E","41245536.00"
1443,"PNM","40941601.00"
1444,"MGL","40721482.00"
1445,"VMS","40697525.00"
1446,"AMX","40674631.00"
1447,"AGN","40651837.00"
1448,"DGH","40296340.00"
1449,"BOND","40163169.00"
1450,"DVR","40122920.00"
1451,"MPX","39664661.00"
1452,"WIA","39589453.00"
1453,"JPR","39355204.00"
1454,"BM8","39335626.00"
1455,"MKAX","39179416.00"
1456,"XF1","39097021.00"
1457,"REC","39066255.00"
1458,"GW1","38976542.00"
1459,"TOU","38934155.00"
1460,"SOC","38815027.00"
1461,"SFG","38692793.00"
1462,"RTH","38639797.00"
1463,"IDA","38568676.00"
1464,"CTE","38559555.00"
1465,"AR9","38553345.00"
1466,"AJL","38520430.00"
1467,"KAT","38479480.00"
1468,"NUH","38428627.00"
1469,"NET","38425757.00"
1470,"SPN","38356384.00"
1471,"DDB","38347592.00"
1472,"DGGF","38238678.00"
1473,"WRK","38147671.00"
1474,"REY","38109157.00"
1475,"SRN","37952723.00"
1476,"RVR","37847908.00"
1477,"BUX","37681285.00"
1478,"QXR","37668217.00"
1479,"VMM","37603352.00"
1480,"TLM","37547899.00"
1481,"RVT","37500396.00"
1482,"IND","37465000.00"
1483,"FRE","37459686.00"
1484,"PPL","37399637.00"
1485,"SRT","37273187.00"
1486,"GCAP","37071234.00"
1487,"INV","37025588.00"
1488,"VSR","36945775.00"
1489,"KME","36831698.00"
1490,"BTN","36603720.00"
1491,"REE","36501354.00"
1492,"MIO","36487767.00"
1493,"RHT","36407306.00"
1494,"VMC","36245737.00"
1495,"MPP","36148727.00"
1496,"GOAT","36047243.00"
1497,"UBN","36033872.00"
1498,"AV1","35962890.00"
1499,"CDO","35607691.00"
1500,"CMP","35432590.00"
1501,"HNR","35419863.00"
1502,"MLM","35405260.00"
1503,"GWR","35333832.00"
1504,"RMI","35222399.00"
1505,"CAMG","35172429.00"
1506,"FGH","35054661.00"
1507,"CSX","35043883.00"
1508,"DCC","35039395.00"
1509,"BKG","35026621.00"
1510,"JAT","34971326.00"
1511,"PAA","34860362.00"
1512,"KNI","34825759.00"
1513,"OSL","34798479.00"
1514,"DTC","34789012.00"
1515,"CLU","34736064.00"
1516,"OKR","34664193.00"
1517,"SUV","34554007.00"
1518,"ADX","34402991.00"
1519,"LCL","34155092.00"
1520,"SEN","33995938.00"
1521,"8VI","33905138.00"
1522,"PET","33717087.00"
1523,"MRR","33630893.00"
1524,"NOX","33607364.00"
1525,"EIGA","33607268.00"
1526,"VBS","33509397.00"
1527,"GOVT","33489277.00"
1528,"MM8","33441715.00"
1529,"ATP","33373997.00"
1530,"CBE","33328095.00"
1531,"ECG","33223500.00"
1532,"CHM","33219173.00"
1533,"ALO","33143671.00"
1534,"TBA","33129243.00"
1535,"SVG","33048477.00"
1536,"LPM","32994100.00"
1537,"BRX","32724733.00"
1538,"PWN","32671925.00"
1539,"DCG","32665965.00"
1540,"RTE","32607769.00"
1541,"CIW","32607119.00"
1542,"TTT","32602468.00"
1543,"QEM","32549218.00"
1544,"AT1","32540786.00"
1545,"AZI","32512490.00"
1546,"SCN","32496382.00"
1547,"KAU","32493490.00"
1548,"EG1","32332250.00"
1549,"POD","32309657.00"
1550,"ME1","32262645.00"
1551,"CPN","32220904.00"
1552,"GFL","32169477.00"
1553,"SKF","32038026.00"
1554,"ASW","31912283.00"
1555,"WLD","31875019.00"
1556,"ROG","31813363.00"
1557,"RVS","31774996.00"
1558,"WTL","31733262.00"
1559,"BDT","31691934.00"
1560,"MM1","31583247.00"
1561,"ITM","31572062.00"
1562,"HMD","31545416.00"
1563,"MXC","31530921.00"
1564,"VTM","31522301.00"
1565,"GC1","31507837.00"
1566,"KSS","31489180.00"
1567,"FPC","31452575.00"
1568,"MCCL","31307585.00"
1569,"CCE","31285147.00"
1570,"APC","31160334.00"
1571,"MRD","31139531.00"
1572,"ANX","31114007.00"
1573,"MAN","31109516.00"
1574,"NAG","31070240.00"
1575,"CD1","31068503.00"
1576,"NGE","30996130.00"
1577,"JAL","30929377.00"
1578,"BNR","30827066.00"
1579,"YOJ","30603485.00"
1580,"STN","30595815.00"
1581,"OJC","30573849.00"
1582,"JAY","30425670.00"
1583,"CCG","30298386.00"
1584,"JXT","30282610.00"
1585,"BCOM","30215920.00"
1586,"DHOF","30196462.00"
1587,"TCG","30163000.00"
1588,"AUST","30110290.00"
1589,"SHP","30000621.00"
1590,"PGY","29721150.00"
1591,"ECT","29719327.00"
1592,"ADXDA","29695214.00"
1593,"HSC","29622311.00"
1594,"CWX","29522620.00"
1595,"CHR","29507198.00"
1596,"AEV","29410123.00"
1597,"UNT","29397658.00"
1598,"WNX","29374062.00"
1599,"MHC","29362787.00"
1600,"EZZ","29252925.00"
1601,"ABX","29066806.00"
1602,"GSR","28984295.00"
1603,"EDU","28912528.00"
1604,"TEG","28894272.00"
1605,"FRX","28886097.00"
1606,"VBC","28791902.00"
1607,"AUQ","28723502.00"
1608,"AS2","28708567.00"
1609,"COO","28674326.00"
1610,"TIA","28580914.00"
1611,"RNO","28571969.00"
1612,"MIL","28533772.00"
1613,"MLS","28530701.00"
1614,"AUDS","28464000.00"
1615,"AOU","28237779.00"
1616,"AGR","28200526.00"
1617,"AQI","28190493.00"
1618,"AXI","28126388.00"
1619,"IME","28094741.00"
1620,"BDX","27955085.00"
1621,"SSO","27904521.00"
1622,"INCM","27878146.00"
1623,"GRE","27731822.00"
1624,"SGA","27701967.00"
1625,"ECS","27668267.00"
1626,"IISV","27650290.00"
1627,"YBR","27416042.00"
1628,"AML","27410016.00"
1629,"TAL","27343672.00"
1630,"QHL","27255961.00"
1631,"HGBL","27236850.00"
1632,"LVT","27226308.00"
1633,"EMC","27180953.00"
1634,"RDM","27015092.00"
1635,"CNQ","26997664.00"
1636,"CG1","26979290.00"
1637,"AGD","26941700.00"
1638,"KZR","26888503.00"
1639,"SPD","26708563.00"
1640,"GLE","26676000.00"
1641,"WSI","26583657.00"
1642,"TMS","26580169.00"
1643,"KTG","26540776.00"
1644,"FOD","26509327.00"
1645,"ATV","26483614.00"
1646,"DCGPA","26399940.00"
1647,"VTG","26380775.00"
1648,"IOU","26333295.00"
1649,"XRG","26325230.00"
1650,"PHX","26284799.00"
1651,"AQLT","26216080.00"
1652,"LCT","26162331.00"
1653,"AMS","26118370.00"
1654,"NUGG","26080600.00"
1655,"FODDB","26035946.00"
1656,"ARN","25969833.00"
1657,"HAL","25899043.00"
1658,"MZZ","25847944.00"
1659,"HCF","25811211.00"
1660,"LNR","25796238.00"
1661,"CETF","25794737.00"
1662,"DCL","25694605.00"
1663,"RRR","25685548.00"
1664,"QML","25561141.00"
1665,"AAU","25535369.00"
1666,"1AE","25473109.00"
1667,"CF1","25276658.00"
1668,"ODY","25262747.00"
1669,"ANL","25143441.00"
1670,"ICL","25028571.00"
1671,"FME","25004563.00"
1672,"ADR","24997042.00"
1673,"DTR","24961991.00"
1674,"GMN","24959864.00"
1675,"AMO","24709877.00"
1676,"PHO","24697202.00"
1677,"IG6","24636671.00"
1678,"WHFPB","24620666.00"
1679,"1AI","24536103.00"
1680,"NGX","24465197.00"
1681,"SIH","24408512.00"
1682,"ENA","24342100.00"
1683,"TCO","24289742.00"
1684,"MVOL","24264755.00"
1685,"JEPI","24201500.00"
1686,"CST","24190243.00"
1687,"AUG","24186000.00"
1688,"PGO","24183199.00"
1689,"EEL","24160090.00"
1690,"JATDD","24146868.00"
1691,"EINC","24070746.00"
1692,"NSX","24018852.00"
1693,"CAV","23964862.00"
1694,"ELE","23789525.00"
1695,"NCL","23772980.00"
1696,"CXZ","23674172.00"
1697,"ZEU","23671494.00"
1698,"SKY","23636953.00"
1699,"RGL","23636693.00"
1700,"XMET","23607979.00"
1701,"8IH","23585495.00"
1702,"EQX","23570164.00"
1703,"LDR","23561082.00"
1704,"BIO","23555685.00"
1705,"BCT","23551125.00"
1706,"IDT","23539589.00"
1707,"FLX","23507957.00"
1708,"AQN","23362915.00"
1709,"IBX","23353316.00"
1710,"RNE","23346613.00"
1711,"K2F","23229211.00"
1712,"AON","23169648.00"
1713,"DOC","23098461.00"
1714,"ICS","23047602.00"
1715,"BGT","23014331.00"
1716,"PXX","23000097.00"
1717,"IYLD","22820468.00"
1718,"BPH","22817572.00"
1719,"EMB","22657499.00"
1720,"BTR","22608183.00"
1721,"FND","22604339.00"
1722,"GTR","22494418.00"
1723,"PIL","22416425.00"
1724,"ALV","22409294.00"
1725,"ALY","22383449.00"
1726,"MEL","22341622.00"
1727,"AYA","22339626.00"
1728,"AUZ","22300450.00"
1729,"TCF","22103134.00"
1730,"ECP","22006906.00"
1731,"CDT","21988846.00"
1732,"IMC","21868641.00"
1733,"LRV","21857785.00"
1734,"DBBF","21813246.00"
1735,"PGM","21811312.00"
1736,"ATH","21747766.00"
1737,"PVT","21731418.00"
1738,"EVZ","21711945.00"
1739,"AGH","21694569.00"
1740,"EGY","21610229.00"
1741,"ADV","21506683.00"
1742,"BIR","21493941.00"
1743,"XPN","21401216.00"
1744,"SKS","21398358.00"
1745,"C1X","21348000.00"
1746,"ATX","21340609.00"
1747,"FFT","21295097.00"
1748,"8CO","21289016.00"
1749,"AL3","21199834.00"
1750,"NIM","21187062.00"
1751,"EFE","21113090.00"
1752,"BUD","21075150.00"
1753,"CGN","21063474.00"
1754,"SRK","20997500.00"
1755,"LU7","20980182.00"
1756,"PRX","20974594.00"
1757,"NCCGA","20930000.00"
1758,"ESR","20770006.00"
1759,"PGD","20757966.00"
1760,"TOY","20714080.00"
1761,"CSE","20705609.00"
1762,"GMR","20705593.00"
1763,"RNX","20638723.00"
1764,"MAAT","20547466.00"
1765,"CLE","20529010.00"
1766,"AYI","20527433.00"
1767,"OEC","20516178.00"
1768,"RLF","20448723.00"
1769,"ZLD","20424879.00"
1770,"GHY","20400000.00"
1771,"WEMG","20359045.00"
1772,"AMD","20358174.00"
1773,"OD6","20355734.00"
1774,"SBW","20328575.00"
1775,"PFT","20301884.00"
1776,"GBZ","20273781.00"
1777,"VN8","20262403.00"
1778,"MMA","20250003.00"
1779,"INP","20241018.00"
1780,"ODM","20226297.00"
1781,"ARO","20167738.00"
1782,"MEM","20149928.00"
1783,"FRM","20140100.00"
1784,"KOB","20029167.00"
1785,"RXH","20000217.00"
1786,"FZR","19971536.00"
1787,"FL1","19964725.00"
1788,"TRE","19928805.00"
1789,"ICG","19885409.00"
1790,"BCC","19877042.00"
1791,"CMD","19869128.00"
1792,"B4P","19862686.00"
1793,"MKG","19809357.00"
1794,"GTI","19766298.00"
1795,"COY","19745612.00"
1796,"ASQ","19716226.00"
1797,"KPO","19697545.00"
1798,"AJQ","19685368.00"
1799,"BUR","19652593.00"
1800,"FSIGA","19555554.00"
1801,"PTR","19553349.00"
1802,"CCZ","19492580.00"
1803,"AKO","19471477.00"
1804,"RPM","19465281.00"
1805,"NUC","19413674.00"
1806,"FGL","19121240.00"
1807,"ASR","19072543.00"
1808,"KAM","19045730.00"
1809,"TNY","19029491.00"
1810,"VAL","19015174.00"
1811,"AII","18998642.00"
1812,"MAT","18952339.00"
1813,"ACR","18949648.00"
1814,"RWD","18944361.00"
1815,"MRZ","18927835.00"
1816,"GPR","18887396.00"
1817,"PBL","18879263.00"
1818,"ARD","18823700.00"
1819,"LCE","18782181.00"
1820,"G88","18775202.00"
1821,"OSX","18749706.00"
1822,"GCM","18743094.00"
1823,"NYR","18721044.00"
1824,"EVG","18719547.00"
1825,"NNL","18707201.00"
1826,"E33","18687193.00"
1827,"SHN","18679871.00"
1828,"FFG","18654838.00"
1829,"KRR","18642299.00"
1830,"KNO","18587928.00"
1831,"LM1","18585775.00"
1832,"MOB","18573474.00"
1833,"PAT","18494438.00"
1834,"RNT","18491552.00"
1835,"LSR","18433973.00"
1836,"AVE","18378693.00"
1837,"QFE","18363597.00"
1838,"WHK","18347461.00"
1839,"HOR","18326344.00"
1840,"MQR","18323620.00"
1841,"AHF","18321013.00"
1842,"MEG","18320800.00"
1843,"CUS","18214239.00"
1844,"AFL","18069126.00"
1845,"LIO","18023537.00"
1846,"NSM","18019050.00"
1847,"EDE","17981666.00"
1848,"SI6","17944735.00"
1849,"WRM","17870412.00"
1850,"TMB","17832176.00"
1851,"RIM","17792203.00"
1852,"VIG","17739027.00"
1853,"ASE","17723823.00"
1854,"ORM","17657271.00"
1855,"ADS","17634787.00"
1856,"AC8","17621884.00"
1857,"PPY","17578030.00"
1858,"CDD","17577298.00"
1859,"BMR","17543672.00"
1860,"AXP","17474042.00"
1861,"KNG","17440722.00"
1862,"TPO","17393077.00"
1863,"CUF","17390023.00"
1864,"BMH","17369371.00"
1865,"HFY","17364770.00"
1866,"HMG","17325000.00"
1867,"CTO","17241955.00"
1868,"MTM","17229723.00"
1869,"NSB","17216597.00"
1870,"NWM","17213340.00"
1871,"KFM","17188800.00"
1872,"GSN","17188168.00"
1873,"SLS","17048758.00"
1874,"NACGA","16975000.00"
1875,"SNG","16940684.00"
1876,"FTC","16920009.00"
1877,"CLB","16903434.00"
1878,"S66","16885373.00"
1879,"CI1","16699832.00"
1880,"BAT","16697963.00"
1881,"ABV","16696546.00"
1882,"SHO","16675031.00"
1883,"CAZ","16590126.00"
1884,"G50","16585111.00"
1885,"CNJ","16554648.00"
1886,"LBT","16531719.00"
1887,"FPP","16527631.00"
1888,"SGI","16450500.00"
1889,"JCS","16417172.00"
1890,"TYM","16382929.00"
